amm_number,product_name,manufacturer,submission_date,approval_date,clinical_trial_participants,reported_side_effects,batch_size,price_per_unit,production_cost,is_fraud,approval_time,price_to_cost_ratio,batch_size_variation,fast_approval,manufacturer_BioPharm Solutions,manufacturer_CureAll,manufacturer_HealthGen,manufacturer_MediVita,manufacturer_PharmaCorp
AMM-2023-686,MediSafeX,BioPharm Solutions,2023-01-12,2023-02-01,1119,39,200000,38.36,5.27,1,20,7.278937381404175,2.0,1,True,False,False,False,False
AMM-2023-687,FlexiJoint,PharmaCorp,2023-02-25,2023-06-13,346,28,50000,50.74,13.06,0,108,3.885145482388974,0.5,0,False,False,False,False,True
AMM-2023-688,FlexiJoint,BioPharm Solutions,2023-05-16,2023-10-14,898,27,50000,41.81,10.93,0,151,3.825251601097896,0.5,0,True,False,False,False,False
AMM-2023-689,CardioPlus,CureAll,2023-03-17,2023-06-24,1014,27,200000,37.32,6.09,0,99,6.12807881773399,2.0,0,False,True,False,False,False
AMM-2023-690,PainAway,CureAll,2023-03-23,2023-08-15,206,13,150000,78.76,12.08,0,145,6.5198675496688745,1.5,0,False,True,False,False,False
AMM-2023-691,CardioPlus,HealthGen,2023-04-13,2023-09-05,431,40,200000,36.47,11.53,0,145,3.163052905464007,2.0,0,False,False,True,False,False
AMM-2023-692,QuickHeal,HealthGen,2023-02-21,2023-06-11,1368,119,50000,50.71,14.71,0,110,3.4473147518694764,0.5,0,False,False,True,False,False
AMM-2023-693,MediSafeX,MediVita,2023-05-21,2023-09-16,863,65,100000,52.4,11.75,0,118,4.459574468085107,1.0,0,False,False,False,True,False
AMM-2023-694,QuickHeal,CureAll,2023-04-05,2023-10-02,1104,74,50000,23.04,7.24,0,180,3.18232044198895,0.5,0,False,True,False,False,False
AMM-2023-695,MediSafeX,CureAll,2023-01-19,2023-04-08,1255,41,150000,19.52,6.26,0,79,3.1182108626198084,1.5,0,False,True,False,False,False
AMM-2023-696,PainAway,HealthGen,2023-03-17,2023-03-26,986,60,200000,43.19,5.74,1,9,7.524390243902438,2.0,1,False,False,True,False,False
AMM-2023-697,PainAway,BioPharm Solutions,2023-05-08,2023-08-24,1336,113,50000,82.24,14.7,0,108,5.594557823129252,0.5,0,True,False,False,False,False
AMM-2023-698,MediSafeX,HealthGen,2023-03-27,2023-04-29,241,23,100000,45.27,7.1,0,33,6.37605633802817,1.0,0,False,False,True,False,False
AMM-2023-699,FlexiJoint,BioPharm Solutions,2023-03-16,2023-07-05,534,11,150000,65.92,9.44,0,111,6.983050847457628,1.5,0,True,False,False,False,False
AMM-2023-700,FlexiJoint,HealthGen,2023-05-03,2023-06-07,1605,80,100000,56.68,9.79,0,35,5.789581205311543,1.0,0,False,False,True,False,False
AMM-2023-701,QuickHeal,HealthGen,2023-02-19,2023-03-29,360,18,50000,74.25,11.16,0,38,6.653225806451613,0.5,0,False,False,True,False,False
AMM-2023-702,FlexiJoint,HealthGen,2023-03-16,2023-04-05,1687,153,50000,70.77,11.93,1,20,5.932103939647946,0.5,1,False,False,True,False,False
AMM-2023-703,CardioPlus,BioPharm Solutions,2023-02-01,2023-06-12,1093,13,50000,98.84,7.58,1,131,13.03957783641161,0.5,0,True,False,False,False,False
AMM-2023-704,MediSafeX,PharmaCorp,2023-03-02,2023-08-05,863,77,200000,95.35,13.16,0,156,7.245440729483282,2.0,0,False,False,False,False,True
AMM-2023-705,PainAway,PharmaCorp,2023-05-14,2023-07-01,411,27,100000,37.3,5.28,0,48,7.064393939393939,1.0,0,False,False,False,False,True
AMM-2023-706,CardioPlus,PharmaCorp,2023-01-31,2023-04-02,1034,40,100000,23.99,7.11,0,61,3.374120956399437,1.0,0,False,False,False,False,True
AMM-2023-707,FlexiJoint,HealthGen,2023-01-15,2023-05-09,1939,188,150000,185.97,7.52,1,114,24.730053191489365,1.5,0,False,False,True,False,False
AMM-2023-708,QuickHeal,BioPharm Solutions,2023-02-16,2023-06-02,439,23,50000,52.25,10.75,0,106,4.8604651162790695,0.5,0,True,False,False,False,False
AMM-2023-709,MediSafeX,PharmaCorp,2023-04-18,2023-06-13,903,25,100000,47.89,9.0,0,56,5.321111111111112,1.0,0,False,False,False,False,True
AMM-2023-710,MediSafeX,PharmaCorp,2023-01-13,2023-05-06,1073,53,50000,47.64,12.22,0,113,3.8985270049099836,0.5,0,False,False,False,False,True
AMM-2023-711,FlexiJoint,HealthGen,2023-06-13,2023-10-09,1175,10,100000,39.44,8.19,0,118,4.815628815628815,1.0,0,False,False,True,False,False
AMM-2023-712,CardioPlus,PharmaCorp,2023-02-26,2023-07-17,1812,58,50000,67.95,10.64,0,141,6.386278195488722,0.5,0,False,False,False,False,True
AMM-2023-713,FlexiJoint,MediVita,2023-04-03,2023-05-29,1668,34,50000,43.08,9.03,0,56,4.770764119601329,0.5,0,False,False,False,True,False
AMM-2023-714,FlexiJoint,PharmaCorp,2023-01-07,2023-05-13,1237,101,150000,69.6,10.41,0,126,6.685878962536022,1.5,0,False,False,False,False,True
AMM-2023-715,FlexiJoint,PharmaCorp,2023-05-30,2023-06-01,757,61,50000,68.03,8.54,1,2,7.966042154566746,0.5,1,False,False,False,False,True
AMM-2023-716,MediSafeX,BioPharm Solutions,2023-04-19,2023-06-09,1591,96,100000,90.52,12.51,0,51,7.235811350919264,1.0,0,True,False,False,False,False
AMM-2023-717,CardioPlus,HealthGen,2023-03-16,2023-08-28,1305,77,100000,49.41,11.93,0,165,4.141659681475272,1.0,0,False,False,True,False,False
AMM-2023-718,FlexiJoint,CureAll,2023-03-13,2023-04-04,756,31,150000,68.36,14.34,1,22,4.767085076708508,1.5,1,False,True,False,False,False
AMM-2023-719,CardioPlus,PharmaCorp,2023-04-03,2023-06-25,546,6,100000,41.22,6.82,0,83,6.043988269794721,1.0,0,False,False,False,False,True
AMM-2023-720,QuickHeal,MediVita,2023-06-07,2023-09-07,925,60,200000,86.35,11.45,0,92,7.541484716157205,2.0,0,False,False,False,True,False
AMM-2023-721,CardioPlus,MediVita,2023-06-24,2023-10-10,1352,132,100000,102.83,6.1,1,108,16.85737704918033,1.0,0,False,False,False,True,False
AMM-2023-722,MediSafeX,CureAll,2023-03-20,2023-06-10,904,59,100000,42.44,8.07,0,82,5.258983890954151,1.0,0,False,True,False,False,False
AMM-2023-723,MediSafeX,HealthGen,2023-02-08,2023-06-14,1097,36,200000,29.05,8.67,0,126,3.3506343713956173,2.0,0,False,False,True,False,False
AMM-2023-724,PainAway,BioPharm Solutions,2023-04-09,2023-08-06,1015,32,200000,33.75,6.86,0,119,4.919825072886297,2.0,0,True,False,False,False,False
AMM-2023-725,PainAway,HealthGen,2023-01-04,2023-01-16,641,5,50000,76.68,11.11,1,12,6.901890189018903,0.5,1,False,False,True,False,False
AMM-2023-726,CardioPlus,HealthGen,2023-02-06,2023-04-28,361,23,150000,50.12,11.72,0,81,4.276450511945392,1.5,0,False,False,True,False,False
AMM-2023-727,FlexiJoint,MediVita,2023-04-10,2023-05-20,1821,30,100000,69.02,8.79,0,40,7.852104664391354,1.0,0,False,False,False,True,False
AMM-2023-728,FlexiJoint,PharmaCorp,2023-03-06,2023-06-20,606,19,200000,109.41,14.21,0,106,7.6995073891625605,2.0,0,False,False,False,False,True
AMM-2023-729,CardioPlus,BioPharm Solutions,2023-01-02,2023-01-08,1432,19,200000,39.19,8.52,1,6,4.599765258215962,2.0,1,True,False,False,False,False
AMM-2023-730,CardioPlus,PharmaCorp,2023-06-01,2023-07-29,1862,19,50000,59.67,11.44,0,58,5.215909090909092,0.5,0,False,False,False,False,True
AMM-2023-731,FlexiJoint,HealthGen,2023-06-04,2023-08-23,1680,34,100000,39.84,7.81,0,80,5.101152368758004,1.0,0,False,False,True,False,False
AMM-2023-732,MediSafeX,CureAll,2023-03-29,2023-04-23,775,19,150000,91.97,11.77,1,25,7.8139337298215805,1.5,1,False,True,False,False,False
AMM-2023-733,CardioPlus,PharmaCorp,2023-03-09,2023-06-25,1685,82,150000,32.76,8.23,0,108,3.98055893074119,1.5,0,False,False,False,False,True
AMM-2023-734,MediSafeX,MediVita,2023-05-16,2023-07-21,470,40,150000,33.9,6.25,0,66,5.4239999999999995,1.5,0,False,False,False,True,False
AMM-2023-735,MediSafeX,BioPharm Solutions,2023-02-15,2023-07-24,1816,158,50000,55.75,8.83,0,159,6.313703284258211,0.5,0,True,False,False,False,False
AMM-2023-736,QuickHeal,PharmaCorp,2023-04-23,2023-07-27,623,36,200000,89.03,11.83,0,95,7.525781910397295,2.0,0,False,False,False,False,True
AMM-2023-737,MediSafeX,HealthGen,2023-03-30,2023-06-19,1295,119,50000,39.42,12.16,0,81,3.241776315789474,0.5,0,False,False,True,False,False
AMM-2023-738,QuickHeal,BioPharm Solutions,2023-05-18,2023-10-04,463,17,50000,77.62,13.74,0,139,5.6491994177583695,0.5,0,True,False,False,False,False
AMM-2023-739,PainAway,HealthGen,2023-05-05,2023-08-16,796,52,100000,50.16,13.52,0,103,3.710059171597633,1.0,0,False,False,True,False,False
AMM-2023-740,PainAway,CureAll,2023-02-21,2023-08-15,1571,157,50000,101.32,7.23,1,175,14.013831258644535,0.5,0,False,True,False,False,False
AMM-2023-741,MediSafeX,CureAll,2023-02-08,2023-06-29,1117,99,150000,53.79,8.68,0,141,6.197004608294931,1.5,0,False,True,False,False,False
AMM-2023-742,PainAway,CureAll,2023-03-04,2023-07-14,1183,46,50000,34.72,5.96,0,132,5.825503355704698,0.5,0,False,True,False,False,False
AMM-2023-743,PainAway,PharmaCorp,2023-06-06,2023-06-13,805,32,200000,31.63,7.75,1,7,4.081290322580645,2.0,1,False,False,False,False,True
AMM-2023-744,PainAway,MediVita,2023-01-04,2023-03-29,1813,49,100000,66.16,11.02,0,84,6.0036297640653356,1.0,0,False,False,False,True,False
AMM-2023-745,CardioPlus,CureAll,2023-04-14,2023-04-17,608,26,50000,412.37,14.12,1,3,29.204674220963174,0.5,1,False,True,False,False,False
AMM-2023-746,CardioPlus,HealthGen,2023-04-13,2023-09-28,579,32,200000,37.22,5.98,0,168,6.224080267558528,2.0,0,False,False,True,False,False
AMM-2023-747,CardioPlus,BioPharm Solutions,2023-03-19,2023-04-11,599,46,150000,57.45,7.42,1,23,7.742587601078168,1.5,1,True,False,False,False,False
AMM-2023-748,FlexiJoint,CureAll,2023-04-29,2023-10-22,1409,113,150000,74.78,12.34,0,176,6.059967585089141,1.5,0,False,True,False,False,False
AMM-2023-749,FlexiJoint,BioPharm Solutions,2023-04-15,2023-07-28,1160,49,50000,36.94,6.3,0,104,5.863492063492063,0.5,0,True,False,False,False,False
AMM-2023-750,CardioPlus,CureAll,2023-01-24,2023-01-29,1312,23,150000,147.11,12.92,1,5,11.38622291021672,1.5,1,False,True,False,False,False
AMM-2023-751,MediSafeX,HealthGen,2023-05-05,2023-06-04,1395,131,150000,55.55,7.86,0,30,7.067430025445292,1.5,0,False,False,True,False,False
AMM-2023-752,FlexiJoint,HealthGen,2023-06-21,2023-11-18,860,68,50000,37.86,11.38,0,150,3.3268892794376095,0.5,0,False,False,True,False,False
AMM-2023-753,CardioPlus,PharmaCorp,2023-01-10,2023-04-09,1338,44,150000,49.41,11.22,0,89,4.403743315508021,1.5,0,False,False,False,False,True
AMM-2023-754,QuickHeal,BioPharm Solutions,2023-01-14,2023-01-23,1976,182,50000,116.69,14.71,1,9,7.932698844323589,0.5,1,True,False,False,False,False
AMM-2023-755,CardioPlus,MediVita,2023-01-15,2023-04-08,1511,31,50000,340.43,12.37,1,83,27.520614389652387,0.5,0,False,False,False,True,False
AMM-2023-756,QuickHeal,HealthGen,2023-03-30,2023-08-31,558,8,200000,32.42,10.79,0,154,3.0046339202965715,2.0,0,False,False,True,False,False
AMM-2023-757,QuickHeal,PharmaCorp,2023-01-25,2023-06-04,1676,152,150000,46.09,9.31,0,130,4.950590762620838,1.5,0,False,False,False,False,True
AMM-2023-758,FlexiJoint,PharmaCorp,2023-05-09,2023-05-17,1553,135,100000,76.77,13.61,1,8,5.64070536370316,1.0,1,False,False,False,False,True
AMM-2023-759,CardioPlus,MediVita,2023-02-10,2023-05-08,1266,37,100000,40.94,7.88,0,87,5.195431472081218,1.0,0,False,False,False,True,False
AMM-2023-760,FlexiJoint,BioPharm Solutions,2023-05-16,2023-11-03,1760,52,150000,48.55,12.52,0,171,3.8777955271565494,1.5,0,True,False,False,False,False
AMM-2023-761,CardioPlus,BioPharm Solutions,2023-02-28,2023-07-13,848,54,100000,74.32,9.85,0,135,7.545177664974619,1.0,0,True,False,False,False,False
AMM-2023-762,MediSafeX,BioPharm Solutions,2023-05-06,2023-07-23,1373,126,50000,78.13,12.28,0,78,6.362377850162867,0.5,0,True,False,False,False,False
AMM-2023-763,MediSafeX,PharmaCorp,2023-01-29,2023-03-18,454,31,200000,79.43,13.89,0,48,5.718502519798417,2.0,0,False,False,False,False,True
AMM-2023-764,FlexiJoint,PharmaCorp,2023-01-20,2023-01-28,1983,188,150000,56.46,7.59,1,8,7.438735177865613,1.5,1,False,False,False,False,True
AMM-2023-765,PainAway,CureAll,2023-02-22,2023-06-25,1901,72,200000,59.85,13.7,0,123,4.368613138686132,2.0,0,False,True,False,False,False
AMM-2023-766,MediSafeX,PharmaCorp,2023-02-13,2023-04-24,224,6,150000,22.9,5.27,0,70,4.345351043643264,1.5,0,False,False,False,False,True
AMM-2023-767,QuickHeal,BioPharm Solutions,2023-06-07,2023-11-30,1636,146,150000,18.78,5.11,0,176,3.675146771037182,1.5,0,True,False,False,False,False
AMM-2023-768,MediSafeX,BioPharm Solutions,2023-01-26,2023-05-13,1410,89,100000,68.85,12.31,0,107,5.593013809910641,1.0,0,True,False,False,False,False
AMM-2023-769,CardioPlus,CureAll,2023-01-30,2023-07-16,1915,133,200000,44.96,8.39,0,167,5.35876042908224,2.0,0,False,True,False,False,False
AMM-2023-770,MediSafeX,BioPharm Solutions,2023-03-06,2023-04-29,1654,85,100000,46.68,14.49,0,54,3.221532091097308,1.0,0,True,False,False,False,False
AMM-2023-771,QuickHeal,PharmaCorp,2023-02-12,2023-03-30,1200,75,100000,79.85,11.2,0,46,7.129464285714286,1.0,0,False,False,False,False,True
AMM-2023-772,QuickHeal,PharmaCorp,2023-05-26,2023-08-30,839,51,100000,30.1,9.42,0,96,3.1953290870488322,1.0,0,False,False,False,False,True
AMM-2023-773,FlexiJoint,MediVita,2023-01-31,2023-07-21,1741,31,100000,218.37,10.71,1,171,20.389355742296917,1.0,0,False,False,False,True,False
AMM-2023-774,CardioPlus,CureAll,2023-06-16,2023-07-20,464,22,150000,101.04,14.38,0,34,7.026425591098748,1.5,0,False,True,False,False,False
AMM-2023-775,PainAway,CureAll,2023-04-10,2023-07-03,1734,117,150000,44.75,12.93,0,84,3.460943542150039,1.5,0,False,True,False,False,False
AMM-2023-776,PainAway,PharmaCorp,2023-04-14,2023-07-09,471,46,200000,28.91,8.32,0,86,3.4747596153846154,2.0,0,False,False,False,False,True
AMM-2023-777,CardioPlus,CureAll,2023-06-11,2023-08-16,931,87,50000,63.6,9.46,0,66,6.723044397463002,0.5,0,False,True,False,False,False
AMM-2023-778,CardioPlus,PharmaCorp,2023-01-31,2023-04-29,1132,12,200000,75.66,10.41,0,88,7.268011527377521,2.0,0,False,False,False,False,True
AMM-2023-779,FlexiJoint,CureAll,2023-04-25,2023-07-21,212,15,150000,64.55,9.83,0,87,6.566632756866734,1.5,0,False,True,False,False,False
AMM-2023-780,CardioPlus,HealthGen,2023-06-30,2023-08-29,762,7,50000,25.5,6.61,0,60,3.8577912254160363,0.5,0,False,False,True,False,False
AMM-2023-781,PainAway,BioPharm Solutions,2023-06-05,2023-07-10,224,5,50000,62.93,10.28,0,35,6.1215953307393,0.5,0,True,False,False,False,False
AMM-2023-782,PainAway,MediVita,2023-06-15,2023-06-16,1806,171,200000,49.06,6.43,1,1,7.6298600311042,2.0,1,False,False,False,True,False
AMM-2023-783,QuickHeal,CureAll,2023-03-11,2023-04-03,335,16,100000,261.51,11.14,1,23,23.474865350089765,1.0,1,False,True,False,False,False
AMM-2023-784,PainAway,HealthGen,2023-05-31,2023-07-27,894,19,150000,109.01,14.42,0,57,7.5596393897364775,1.5,0,False,False,True,False,False
AMM-2023-785,MediSafeX,MediVita,2023-06-04,2023-06-07,1912,24,200000,67.8,10.86,1,3,6.2430939226519335,2.0,1,False,False,False,True,False
AMM-2023-786,FlexiJoint,MediVita,2023-04-25,2023-05-26,1919,78,150000,45.64,8.49,0,31,5.375736160188457,1.5,0,False,False,False,True,False
AMM-2023-787,CardioPlus,CureAll,2023-05-12,2023-06-10,1796,48,100000,63.67,14.26,1,29,4.464936886395512,1.0,1,False,True,False,False,False
AMM-2023-788,PainAway,HealthGen,2023-02-15,2023-08-08,871,84,150000,78.32,14.72,0,174,5.320652173913043,1.5,0,False,False,True,False,False
AMM-2023-789,FlexiJoint,MediVita,2023-01-15,2023-07-13,1627,100,50000,95.06,12.48,0,179,7.61698717948718,0.5,0,False,False,False,True,False
AMM-2023-790,CardioPlus,PharmaCorp,2023-03-29,2023-09-08,746,30,100000,55.38,9.97,0,163,5.554663991975928,1.0,0,False,False,False,False,True
AMM-2023-791,PainAway,BioPharm Solutions,2023-04-11,2023-09-07,1988,39,50000,34.89,9.79,0,149,3.5638406537282945,0.5,0,True,False,False,False,False
AMM-2023-792,FlexiJoint,MediVita,2023-02-04,2023-07-22,1904,20,200000,232.26,8.28,1,168,28.05072463768116,2.0,0,False,False,False,True,False
AMM-2023-793,PainAway,CureAll,2023-05-22,2023-09-14,1681,152,200000,77.11,11.39,0,115,6.769973661106233,2.0,0,False,True,False,False,False
AMM-2023-794,QuickHeal,HealthGen,2023-02-28,2023-04-08,959,23,100000,54.11,14.19,0,39,3.813248766737139,1.0,0,False,False,True,False,False
AMM-2023-795,MediSafeX,BioPharm Solutions,2023-04-29,2023-09-04,1943,179,50000,34.65,5.85,0,128,5.923076923076923,0.5,0,True,False,False,False,False
AMM-2023-796,CardioPlus,HealthGen,2023-06-10,2023-10-24,543,46,200000,54.51,10.78,0,136,5.0565862708719855,2.0,0,False,False,True,False,False
AMM-2023-797,PainAway,BioPharm Solutions,2023-04-29,2023-06-25,733,12,50000,50.45,13.65,0,57,3.695970695970696,0.5,0,True,False,False,False,False
AMM-2023-798,PainAway,MediVita,2023-02-26,2023-03-09,1830,62,150000,53.34,9.97,1,11,5.350050150451354,1.5,1,False,False,False,True,False
AMM-2023-799,FlexiJoint,CureAll,2023-02-03,2023-03-09,1078,60,200000,226.97,12.57,1,34,18.05648369132856,2.0,0,False,True,False,False,False
AMM-2023-800,CardioPlus,BioPharm Solutions,2023-06-27,2023-08-16,1886,72,100000,23.49,7.17,0,50,3.2761506276150625,1.0,0,True,False,False,False,False
AMM-2023-801,CardioPlus,HealthGen,2023-02-05,2023-02-19,1840,127,50000,53.21,9.74,1,14,5.463039014373717,0.5,1,False,False,True,False,False
AMM-2023-802,FlexiJoint,PharmaCorp,2023-06-22,2023-10-20,1233,65,50000,56.14,11.75,0,120,4.777872340425532,0.5,0,False,False,False,False,True
AMM-2023-803,CardioPlus,CureAll,2023-03-07,2023-07-19,707,30,150000,28.92,7.58,0,134,3.815303430079156,1.5,0,False,True,False,False,False
AMM-2023-804,QuickHeal,CureAll,2023-06-15,2023-08-31,200,20,200000,62.57,8.0,0,77,7.82125,2.0,0,False,True,False,False,False
AMM-2023-805,FlexiJoint,HealthGen,2023-02-09,2023-04-03,1593,18,200000,66.19,9.94,0,53,6.6589537223340045,2.0,0,False,False,True,False,False
AMM-2023-806,CardioPlus,HealthGen,2023-04-03,2023-07-05,747,74,200000,39.0,7.2,0,93,5.416666666666667,2.0,0,False,False,True,False,False
AMM-2023-807,FlexiJoint,PharmaCorp,2023-04-27,2023-06-15,901,41,50000,58.77,13.31,0,49,4.415477084898573,0.5,0,False,False,False,False,True
AMM-2023-808,CardioPlus,PharmaCorp,2023-01-14,2023-03-21,1844,94,150000,35.85,11.46,0,66,3.1282722513089003,1.5,0,False,False,False,False,True
AMM-2023-809,MediSafeX,HealthGen,2023-03-13,2023-05-30,1617,103,200000,48.12,10.91,0,78,4.4106324472960585,2.0,0,False,False,True,False,False
AMM-2023-810,FlexiJoint,HealthGen,2023-04-08,2023-04-12,1512,107,50000,66.12,13.48,1,4,4.905044510385757,0.5,1,False,False,True,False,False
AMM-2023-811,FlexiJoint,BioPharm Solutions,2023-02-06,2023-06-22,1426,37,200000,37.06,6.02,0,136,6.156146179401994,2.0,0,True,False,False,False,False
AMM-2023-812,FlexiJoint,PharmaCorp,2023-04-15,2023-08-24,1008,48,50000,71.76,10.93,0,131,6.565416285452883,0.5,0,False,False,False,False,True
AMM-2023-813,MediSafeX,CureAll,2023-05-06,2023-06-24,1455,126,200000,47.12,6.91,0,49,6.819102749638205,2.0,0,False,True,False,False,False
AMM-2023-814,MediSafeX,PharmaCorp,2023-06-20,2023-12-12,1889,11,50000,53.09,11.64,0,175,4.560996563573883,0.5,0,False,False,False,False,True
AMM-2023-815,FlexiJoint,CureAll,2023-04-10,2023-06-17,571,16,200000,52.23,12.09,0,68,4.320099255583126,2.0,0,False,True,False,False,False
AMM-2023-816,CardioPlus,PharmaCorp,2023-02-01,2023-02-23,1973,116,100000,38.3,5.93,1,22,6.458684654300169,1.0,1,False,False,False,False,True
AMM-2023-817,CardioPlus,BioPharm Solutions,2023-05-28,2023-05-30,904,25,100000,62.24,11.8,1,2,5.27457627118644,1.0,1,True,False,False,False,False
AMM-2023-818,CardioPlus,MediVita,2023-05-06,2023-07-26,1692,87,150000,78.97,10.97,0,81,7.198723792160437,1.5,0,False,False,False,True,False
AMM-2023-819,QuickHeal,PharmaCorp,2023-05-12,2023-08-05,963,92,50000,33.64,6.57,0,85,5.120243531202435,0.5,0,False,False,False,False,True
AMM-2023-820,CardioPlus,PharmaCorp,2023-06-27,2023-06-28,601,44,150000,44.36,14.22,1,1,3.119549929676512,1.5,1,False,False,False,False,True
AMM-2023-821,MediSafeX,MediVita,2023-05-31,2023-08-21,277,5,50000,64.35,12.27,0,82,5.244498777506112,0.5,0,False,False,False,True,False
AMM-2023-822,CardioPlus,HealthGen,2023-03-27,2023-07-01,1279,113,100000,41.08,5.88,0,96,6.986394557823129,1.0,0,False,False,True,False,False
AMM-2023-823,CardioPlus,PharmaCorp,2023-01-15,2023-04-11,1832,72,150000,66.9,11.82,0,86,5.659898477157361,1.5,0,False,False,False,False,True
AMM-2023-824,FlexiJoint,CureAll,2023-04-11,2023-04-25,262,22,100000,44.97,8.8,1,14,5.110227272727272,1.0,1,False,True,False,False,False
AMM-2023-825,CardioPlus,PharmaCorp,2023-04-10,2023-09-04,895,54,150000,24.64,5.46,0,147,4.512820512820513,1.5,0,False,False,False,False,True
AMM-2023-826,QuickHeal,HealthGen,2023-03-03,2023-05-21,1262,34,50000,56.96,7.19,0,79,7.9221140472878995,0.5,0,False,False,True,False,False
AMM-2023-827,QuickHeal,BioPharm Solutions,2023-05-07,2023-08-11,1181,90,50000,59.05,12.62,0,96,4.679080824088748,0.5,0,True,False,False,False,False
AMM-2023-828,PainAway,CureAll,2023-06-29,2023-11-08,1943,105,150000,90.29,11.32,0,132,7.976148409893994,1.5,0,False,True,False,False,False
AMM-2023-829,MediSafeX,MediVita,2023-04-17,2023-07-21,849,29,100000,51.31,6.61,0,95,7.762481089258699,1.0,0,False,False,False,True,False
AMM-2023-830,QuickHeal,MediVita,2023-05-28,2023-07-30,1865,70,50000,26.22,5.17,0,63,5.071566731141199,0.5,0,False,False,False,True,False
AMM-2023-831,CardioPlus,BioPharm Solutions,2023-03-24,2023-09-17,416,25,200000,53.18,12.66,0,177,4.200631911532385,2.0,0,True,False,False,False,False
AMM-2023-832,MediSafeX,BioPharm Solutions,2023-05-01,2023-06-20,510,25,100000,73.73,13.75,0,50,5.362181818181819,1.0,0,True,False,False,False,False
AMM-2023-833,CardioPlus,HealthGen,2023-01-30,2023-03-08,303,12,150000,82.32,11.03,0,37,7.463281958295557,1.5,0,False,False,True,False,False
AMM-2023-834,MediSafeX,HealthGen,2023-02-01,2023-05-06,1498,131,150000,80.03,10.81,0,94,7.403330249768732,1.5,0,False,False,True,False,False
AMM-2023-835,PainAway,HealthGen,2023-06-11,2023-06-19,1462,121,50000,327.96,14.66,1,8,22.37107776261937,0.5,1,False,False,True,False,False
AMM-2023-836,CardioPlus,HealthGen,2023-02-04,2023-07-08,977,73,150000,36.72,5.14,0,154,7.143968871595331,1.5,0,False,False,True,False,False
AMM-2023-837,FlexiJoint,MediVita,2023-05-11,2023-06-22,1626,82,100000,80.93,10.16,0,42,7.965551181102363,1.0,0,False,False,False,True,False
AMM-2023-838,CardioPlus,CureAll,2023-01-19,2023-04-23,1164,25,150000,31.63,8.29,0,94,3.8154402895054287,1.5,0,False,True,False,False,False
AMM-2023-839,CardioPlus,MediVita,2023-05-21,2023-11-02,465,18,50000,74.69,12.11,0,165,6.167630057803469,0.5,0,False,False,False,True,False
AMM-2023-840,CardioPlus,MediVita,2023-06-19,2023-11-23,614,30,100000,69.49,11.32,0,157,6.1386925795053,1.0,0,False,False,False,True,False
AMM-2023-841,QuickHeal,PharmaCorp,2023-03-17,2023-05-20,420,34,100000,63.13,8.15,0,64,7.74601226993865,1.0,0,False,False,False,False,True
AMM-2023-842,PainAway,CureAll,2023-03-29,2023-07-23,1038,5,150000,88.71,14.81,0,116,5.989871708305198,1.5,0,False,True,False,False,False
AMM-2023-843,FlexiJoint,PharmaCorp,2023-03-20,2023-05-10,1563,49,200000,118.37,9.4,1,51,12.592553191489362,2.0,0,False,False,False,False,True
AMM-2023-844,FlexiJoint,MediVita,2023-03-04,2023-03-23,910,87,200000,24.24,7.04,1,19,3.443181818181818,2.0,1,False,False,False,True,False
AMM-2023-845,FlexiJoint,HealthGen,2023-03-09,2023-07-31,777,35,150000,46.06,13.16,0,144,3.5,1.5,0,False,False,True,False,False
AMM-2023-846,FlexiJoint,MediVita,2023-04-05,2023-06-15,741,63,50000,17.49,5.07,0,71,3.449704142011834,0.5,0,False,False,False,True,False
AMM-2023-847,FlexiJoint,BioPharm Solutions,2023-03-08,2023-05-26,1101,16,200000,26.76,6.29,0,79,4.254372019077902,2.0,0,True,False,False,False,False
AMM-2023-848,PainAway,BioPharm Solutions,2023-02-20,2023-04-18,1393,120,100000,209.72,12.05,1,57,17.40414937759336,1.0,0,True,False,False,False,False
AMM-2023-849,PainAway,HealthGen,2023-06-17,2023-08-10,992,88,150000,35.41,11.36,0,54,3.117077464788732,1.5,0,False,False,True,False,False
AMM-2023-850,MediSafeX,MediVita,2023-01-08,2023-03-02,1496,64,100000,36.11,7.26,0,53,4.973829201101928,1.0,0,False,False,False,True,False
AMM-2023-851,CardioPlus,PharmaCorp,2023-05-27,2023-10-21,1541,124,100000,195.45,7.63,1,147,25.615989515072084,1.0,0,False,False,False,False,True
AMM-2023-852,MediSafeX,BioPharm Solutions,2023-06-04,2023-11-03,1381,119,100000,32.07,9.45,0,152,3.393650793650794,1.0,0,True,False,False,False,False
AMM-2023-853,FlexiJoint,MediVita,2023-04-08,2023-04-19,1122,53,100000,57.44,8.06,1,11,7.126550868486351,1.0,1,False,False,False,True,False
AMM-2023-854,PainAway,BioPharm Solutions,2023-03-25,2023-08-29,1707,76,100000,35.37,10.77,0,157,3.2841225626740944,1.0,0,True,False,False,False,False
AMM-2023-855,MediSafeX,BioPharm Solutions,2023-01-17,2023-05-27,256,5,100000,37.35,10.49,0,130,3.5605338417540517,1.0,0,True,False,False,False,False
AMM-2023-856,FlexiJoint,BioPharm Solutions,2023-05-02,2023-10-13,576,39,200000,38.34,12.46,0,164,3.077046548956661,2.0,0,True,False,False,False,False
